Employee_ID,Age,Gender,Department,Position,Tenure,Performance_Rating,Salary,Recruitment_Source,Satisfaction_Score,Last_Promotion_Years,Work_Life_Balance,Overworked,Job_Satisfaction,Distance_From_Work,Commute_Time,Number_Of_Promotions,Turnover,Turnover_Description
EMP0472,33,Female,Sales,Specialist,15,4,115712,Internal Referral,3.9,1,5,0,4,40,88,1,0,Retention
EMP0473,52,Male,Sales,Engineer,17,3,98477,Campus Recruitment,3.9,9,4,0,3,39,88,0,0,Retention
EMP0474,23,Female,Marketing,Specialist,21,5,35695,Campus Recruitment,4.1,6,3,1,3,32,43,4,0,Retention
EMP0475,56,Male,Sales,Engineer,28,4,69169,Internal Referral,6.3,5,1,0,1,36,79,1,0,Retention
EMP0476,44,Male,Engineering,Specialist,21,2,77947,Campus Recruitment,3.5,9,4,1,4,37,31,3,0,Retention
EMP0477,38,Male,Sales,Specialist,10,2,77224,Job Board,2.8,4,5,1,5,48,44,2,0,Retention
EMP0478,47,Male,Marketing,Engineer,2,3,75865,Campus Recruitment,1.5,0,3,0,3,14,40,3,0,Retention
EMP0479,29,Male,Engineering,Analyst,21,2,55553,Campus Recruitment,2.3,1,1,0,3,27,67,1,0,Retention
EMP0480,50,Female,Sales,Engineer,9,1,90410,Internal Referral,4.7,7,1,1,2,19,33,1,0,Retention
EMP0481,47,Female,Finance,Manager,9,5,54816,Campus Recruitment,4.2,0,1,1,1,31,67,4,1,Turnover
EMP0482,31,Female,Engineering,Manager,29,4,85026,Campus Recruitment,2.2,2,3,0,3,46,31,2,1,Turnover
EMP0483,47,Female,Engineering,Engineer,20,5,80705,Job Board,6,1,4,1,3,9,60,1,0,Retention
EMP0484,55,Male,Finance,Specialist,15,3,91922,Internal Referral,3.8,4,1,1,5,38,67,3,0,Retention
EMP0485,62,Female,Finance,Manager,11,4,103914,Internal Referral,4,3,5,0,5,17,78,4,0,Retention
EMP0486,28,Male,Engineering,Manager,1,4,31881,Job Board,5.7,6,1,1,2,19,59,3,0,Retention
EMP0487,25,Female,Finance,Specialist,8,1,69567,Campus Recruitment,5.2,4,4,0,2,44,63,2,0,Retention
EMP0488,32,Male,Marketing,Specialist,23,3,77365,Internal Referral,4.3,7,3,0,2,4,33,4,0,Retention
EMP0489,50,Male,Marketing,Analyst,2,2,109211,Internal Referral,4.3,3,1,1,5,48,85,4,0,Retention
EMP0490,57,Female,Marketing,Specialist,23,1,100122,Campus Recruitment,4.4,5,1,1,5,11,79,4,0,Retention
EMP0491,46,Male,Engineering,Engineer,29,1,55006,Campus Recruitment,3.3,3,5,0,1,22,51,0,1,Turnover
EMP0492,42,Male,Finance,Engineer,24,5,71198,Internal Referral,3.8,1,5,0,4,4,84,4,0,Retention
EMP0493,57,Female,Finance,Analyst,29,5,52831,Campus Recruitment,4.1,0,1,0,4,17,40,3,0,Retention
EMP0494,31,Male,Sales,Manager,14,5,46459,Internal Referral,3.4,0,1,1,1,8,16,3,0,Retention
EMP0495,58,Female,Sales,Manager,2,1,62443,Campus Recruitment,2.5,7,5,0,4,46,73,2,0,Retention
EMP0496,30,Female,Finance,Specialist,18,2,72316,Campus Recruitment,3.2,3,4,1,5,34,19,1,1,Turnover
EMP0497,45,Female,Finance,Engineer,17,4,94486,Job Board,2.5,4,2,1,4,11,51,1,0,Retention
EMP0498,56,Male,Finance,Manager,7,5,35877,Campus Recruitment,3.6,7,2,0,5,31,45,0,0,Retention
EMP0499,56,Male,Engineering,Analyst,25,2,69553,Job Board,1.7,6,1,0,1,11,62,4,0,Retention
EMP0500,57,Male,Finance,Analyst,16,3,34922,Campus Recruitment,3.8,7,5,0,2,38,20,0,1,Turnover
EMP0501,39,Female,Sales,Engineer,7,5,34686,Internal Referral,1.9,7,3,0,1,21,29,2,1,Turnover
EMP0502,60,Male,Engineering,Analyst,6,4,62766,Internal Referral,3.1,5,3,0,4,46,29,2,0,Retention
EMP0503,53,Female,Finance,Analyst,29,3,109943,Campus Recruitment,4,9,2,0,5,30,75,1,0,Retention
EMP0504,45,Female,Sales,Engineer,6,3,62006,Campus Recruitment,4.3,1,4,0,4,10,30,2,0,Retention
EMP0505,44,Male,Engineering,Specialist,2,4,61422,Internal Referral,4.2,5,2,0,4,26,34,4,0,Retention
EMP0506,53,Female,Finance,Specialist,0,5,42205,Campus Recruitment,3.8,0,1,0,2,27,58,3,1,Turnover
EMP0507,58,Male,Finance,Analyst,3,1,116590,Job Board,2.4,0,4,0,4,8,56,2,0,Retention
EMP0508,33,Male,Finance,Specialist,24,4,53527,Job Board,4.5,2,3,0,2,39,60,0,1,Turnover
EMP0509,34,Male,Engineering,Specialist,4,4,48443,Job Board,2.4,2,5,0,5,8,48,4,0,Retention
EMP0510,44,Male,Sales,Analyst,0,4,46524,Job Board,4.6,4,5,0,5,8,78,2,1,Turnover
EMP0511,46,Male,Sales,Specialist,14,3,58202,Job Board,4.1,0,1,0,2,34,43,2,0,Retention
EMP0512,56,Female,Marketing,Analyst,4,2,95552,Campus Recruitment,4.9,9,2,0,1,16,17,4,1,Turnover
EMP0513,62,Female,Finance,Manager,12,1,76142,Campus Recruitment,3.5,5,1,1,5,41,23,2,0,Retention
EMP0514,51,Female,Marketing,Engineer,7,5,91692,Job Board,2.7,6,5,0,1,13,89,3,0,Retention
EMP0515,38,Male,Marketing,Engineer,7,5,112384,Campus Recruitment,2.2,9,3,0,5,23,89,1,0,Retention
EMP0516,41,Male,Sales,Specialist,4,2,50855,Campus Recruitment,2.3,2,5,1,5,12,39,4,0,Retention
EMP0517,46,Male,Engineering,Specialist,27,4,113747,Job Board,1.9,3,4,0,3,27,56,0,0,Retention
EMP0518,43,Female,Engineering,Specialist,8,1,90372,Campus Recruitment,4.4,9,5,0,4,22,60,2,1,Turnover
EMP0519,34,Male,Sales,Engineer,0,5,55095,Campus Recruitment,4.6,9,5,1,4,32,87,1,0,Retention
EMP0520,40,Female,Engineering,Manager,3,5,68724,Campus Recruitment,4.1,9,4,1,1,49,73,0,0,Retention
EMP0521,57,Female,Marketing,Manager,2,4,79241,Job Board,3.5,9,2,1,4,27,35,0,0,Retention
EMP0522,33,Male,Finance,Engineer,1,2,82003,Campus Recruitment,5.6,9,5,1,1,2,88,3,1,Turnover
EMP0523,62,Male,Sales,Manager,7,1,98379,Internal Referral,3.4,2,1,0,5,45,36,1,0,Retention
EMP0524,40,Female,Finance,Engineer,22,2,45972,Internal Referral,3.7,0,5,0,3,33,43,4,0,Retention
EMP0525,33,Male,Engineering,Manager,8,2,52927,Job Board,3.5,7,1,0,3,26,77,1,0,Retention
EMP0526,30,Female,Finance,Analyst,1,1,96630,Internal Referral,3.2,9,4,0,5,28,87,1,0,Retention
EMP0527,28,Male,Engineering,Analyst,13,1,82347,Job Board,4.1,9,5,0,2,19,75,0,0,Retention
EMP0528,49,Male,Engineering,Engineer,13,5,118860,Internal Referral,2.9,1,4,1,2,43,78,3,0,Retention
EMP0529,35,Female,Marketing,Manager,3,5,116210,Internal Referral,2.8,0,4,0,4,5,83,3,0,Retention
EMP0530,52,Male,Engineering,Specialist,29,1,99518,Internal Referral,4.2,7,2,0,1,33,54,1,0,Retention
EMP0531,40,Female,Marketing,Manager,5,3,75283,Job Board,3,6,5,1,3,20,89,1,0,Retention
EMP0532,37,Male,Marketing,Analyst,10,5,111326,Job Board,3.6,6,1,1,4,30,15,2,0,Retention
EMP0533,26,Female,Marketing,Analyst,2,3,42205,Campus Recruitment,3.2,3,1,0,5,45,79,0,0,Retention
EMP0534,56,Female,Sales,Manager,7,1,119874,Job Board,3.5,8,5,1,3,8,76,4,0,Retention
EMP0535,33,Male,Sales,Manager,2,5,42748,Internal Referral,2.8,5,2,1,1,38,68,4,0,Retention
EMP0536,46,Female,Engineering,Specialist,13,2,51097,Internal Referral,2.9,1,2,0,1,17,74,3,0,Retention
EMP0537,42,Male,Marketing,Specialist,27,1,33092,Job Board,2.7,0,2,0,2,44,60,0,0,Retention
EMP0538,57,Male,Sales,Manager,12,4,83311,Job Board,4.3,0,1,0,4,1,19,3,0,Retention
EMP0539,44,Male,Marketing,Manager,12,3,52692,Job Board,3.7,8,4,0,5,3,36,4,0,Retention
EMP0540,37,Female,Finance,Manager,1,1,53862,Campus Recruitment,4.4,3,2,0,3,46,67,1,0,Retention
EMP0541,60,Female,Finance,Manager,12,1,109507,Internal Referral,4.5,4,1,1,1,26,84,0,0,Retention
EMP0542,63,Male,Finance,Engineer,28,5,110152,Campus Recruitment,3,2,1,1,3,31,46,0,0,Retention
EMP0543,60,Male,Engineering,Manager,18,5,100469,Campus Recruitment,4.4,3,4,1,5,8,25,2,1,Turnover
EMP0544,35,Female,Marketing,Specialist,26,5,34926,Internal Referral,3.5,7,5,1,3,43,24,1,0,Retention
EMP0545,52,Male,Finance,Analyst,5,4,33969,Internal Referral,3.3,3,5,1,4,46,53,1,0,Retention
EMP0546,26,Male,Sales,Engineer,15,5,65733,Job Board,4.8,8,2,0,2,8,45,3,0,Retention
EMP0547,56,Female,Finance,Manager,1,1,99855,Job Board,4.1,8,2,0,3,35,26,0,0,Retention
EMP0548,44,Male,Finance,Analyst,7,5,71743,Campus Recruitment,3.1,5,4,1,2,39,52,3,0,Retention
EMP0549,50,Female,Finance,Engineer,16,2,69876,Job Board,4,1,2,0,5,28,81,1,0,Retention
EMP0550,64,Male,Engineering,Analyst,22,5,50323,Job Board,2.2,9,4,0,2,4,80,2,1,Turnover
EMP0551,32,Female,Sales,Manager,1,4,46428,Internal Referral,3.7,6,1,0,3,16,66,0,0,Retention
EMP0552,39,Male,Marketing,Manager,9,2,64578,Internal Referral,2,8,2,1,3,13,19,1,0,Retention
EMP0553,33,Male,Sales,Specialist,27,1,116486,Job Board,2.5,5,1,0,1,20,25,2,0,Retention
EMP0554,30,Female,Marketing,Manager,15,1,94140,Internal Referral,4.1,2,3,1,3,5,39,4,0,Retention
EMP0555,31,Male,Engineering,Manager,5,3,113829,Job Board,0.8,6,4,0,2,37,49,1,0,Retention
EMP0556,38,Female,Engineering,Engineer,27,2,36364,Internal Referral,5.3,4,3,0,1,20,49,4,0,Retention
EMP0557,59,Male,Engineering,Specialist,1,3,65349,Internal Referral,4.3,0,2,0,3,24,36,3,0,Retention
EMP0558,28,Female,Engineering,Engineer,1,2,30691,Internal Referral,1.7,2,1,1,3,36,51,4,0,Retention
EMP0559,34,Female,Marketing,Analyst,25,2,96467,Internal Referral,5.9,4,2,0,5,34,69,1,1,Turnover
EMP0560,61,Female,Finance,Manager,12,4,75896,Job Board,6.2,6,3,1,1,45,89,4,0,Retention
EMP0561,63,Female,Marketing,Analyst,23,3,87062,Campus Recruitment,3.3,2,2,0,5,48,86,0,0,Retention
EMP0562,30,Male,Sales,Engineer,14,4,109762,Internal Referral,2.6,5,5,0,5,34,78,1,0,Retention
EMP0563,48,Male,Engineering,Manager,27,2,43861,Job Board,5.2,4,3,0,5,19,34,2,0,Retention
EMP0564,23,Female,Engineering,Manager,1,1,118302,Job Board,3.2,0,2,0,4,17,18,4,1,Turnover
EMP0565,26,Female,Sales,Engineer,6,2,93928,Internal Referral,3.7,9,1,0,5,5,32,0,0,Retention
EMP0566,50,Female,Marketing,Engineer,2,4,113231,Campus Recruitment,4.7,5,2,0,2,25,65,3,0,Retention
EMP0567,58,Male,Finance,Engineer,7,3,71347,Internal Referral,3.3,7,1,1,3,18,82,3,0,Retention
EMP0568,59,Male,Finance,Engineer,22,3,33121,Job Board,3.3,0,5,0,4,8,34,4,0,Retention
EMP0569,40,Male,Sales,Engineer,13,4,113793,Campus Recruitment,2.2,1,2,0,5,27,23,3,0,Retention
EMP0570,29,Male,Finance,Manager,23,3,58164,Job Board,2.9,3,5,1,3,15,40,2,0,Retention
EMP0571,22,Female,Marketing,Engineer,29,5,55491,Internal Referral,3.2,1,3,0,1,45,39,1,1,Turnover
EMP0572,43,Female,Marketing,Manager,22,1,89222,Campus Recruitment,2.3,8,1,0,1,13,82,0,1,Turnover
EMP0573,38,Female,Sales,Manager,26,1,53165,Job Board,2.4,9,3,0,3,16,55,4,0,Retention
EMP0574,28,Male,Marketing,Engineer,21,1,33748,Job Board,3.5,7,1,0,2,22,73,3,0,Retention
EMP0575,46,Male,Engineering,Engineer,28,3,56553,Job Board,1.7,7,5,0,3,20,59,1,0,Retention
EMP0576,25,Male,Sales,Specialist,6,3,90380,Internal Referral,2.6,3,4,1,3,13,55,2,0,Retention
EMP0577,57,Female,Marketing,Manager,20,2,74331,Campus Recruitment,5.4,4,2,0,4,20,52,3,0,Retention
EMP0578,27,Female,Sales,Engineer,6,2,69560,Internal Referral,3.2,3,5,0,1,2,33,3,0,Retention
EMP0579,52,Male,Finance,Engineer,0,1,83865,Internal Referral,3,8,1,0,1,35,28,0,0,Retention
EMP0580,40,Female,Marketing,Engineer,16,5,76686,Internal Referral,3.2,1,1,1,5,47,35,2,0,Retention
EMP0581,60,Male,Engineering,Specialist,8,2,105910,Campus Recruitment,3.2,7,1,0,3,19,29,2,1,Turnover
EMP0582,48,Male,Marketing,Specialist,29,2,34675,Internal Referral,4.1,1,1,1,3,45,17,4,1,Turnover
EMP0583,31,Female,Sales,Analyst,20,3,96706,Internal Referral,4,0,2,1,2,37,51,0,0,Retention
EMP0584,47,Male,Sales,Manager,12,5,107986,Internal Referral,3.1,9,3,1,1,6,60,4,1,Turnover
EMP0585,40,Female,Marketing,Analyst,20,1,106216,Internal Referral,3.3,2,4,1,2,14,30,0,0,Retention
EMP0586,60,Male,Engineering,Engineer,18,2,40068,Job Board,4.8,8,2,0,4,4,28,2,0,Retention
EMP0587,24,Female,Engineering,Specialist,20,5,84460,Internal Referral,2,2,1,1,5,22,23,0,0,Retention
EMP0588,34,Female,Engineering,Specialist,18,5,76418,Job Board,3.4,8,2,0,2,39,21,0,0,Retention
EMP0589,49,Female,Sales,Analyst,24,1,56206,Internal Referral,3.6,6,5,1,1,36,28,0,1,Turnover
EMP0590,41,Male,Marketing,Specialist,24,5,30287,Campus Recruitment,2.7,9,1,0,4,34,20,1,0,Retention
EMP0591,49,Male,Finance,Engineer,21,5,52337,Job Board,3.4,0,4,1,3,27,29,1,1,Turnover
EMP0592,29,Female,Sales,Specialist,16,5,50666,Job Board,2.6,9,1,0,4,7,66,2,0,Retention
EMP0593,62,Female,Engineering,Analyst,22,2,31161,Job Board,4.1,4,4,0,2,3,86,0,0,Retention
EMP0594,60,Male,Marketing,Engineer,22,1,68751,Job Board,2.2,8,4,1,1,47,48,2,0,Retention
EMP0595,22,Male,Engineering,Analyst,29,5,112063,Campus Recruitment,4.6,2,3,0,2,33,15,1,0,Retention
EMP0596,24,Male,Finance,Specialist,9,5,119389,Internal Referral,3.4,8,3,0,3,2,83,0,0,Retention
EMP0597,34,Female,Engineering,Analyst,9,2,44758,Job Board,3.1,4,2,0,3,42,34,4,0,Retention
EMP0598,49,Male,Engineering,Analyst,3,1,95780,Campus Recruitment,2.5,8,2,1,1,16,21,1,0,Retention
EMP0599,46,Male,Finance,Manager,7,3,33178,Job Board,4.5,9,4,0,5,25,21,1,0,Retention
EMP0600,54,Female,Marketing,Specialist,21,2,61831,Internal Referral,2.8,5,1,0,4,15,64,1,0,Retention
EMP0601,59,Male,Sales,Specialist,19,1,32176,Job Board,2.3,8,5,0,4,24,16,0,0,Retention
EMP0602,27,Male,Marketing,Analyst,19,5,63654,Campus Recruitment,4.6,6,5,0,3,15,61,3,0,Retention
EMP0603,53,Male,Finance,Manager,17,1,56627,Internal Referral,2.6,6,1,1,2,31,28,4,0,Retention
EMP0604,42,Female,Engineering,Specialist,13,1,82550,Campus Recruitment,3.4,7,1,1,2,14,45,4,0,Retention
EMP0605,37,Female,Marketing,Engineer,17,1,74910,Internal Referral,4.3,6,3,0,5,14,64,2,1,Turnover
EMP0606,42,Female,Sales,Analyst,27,3,88251,Internal Referral,3.7,8,5,0,2,6,75,0,0,Retention
EMP0607,32,Female,Finance,Specialist,13,1,65422,Internal Referral,5.2,8,4,1,4,14,55,1,0,Retention
EMP0608,58,Female,Marketing,Engineer,19,3,41984,Job Board,2.7,5,2,0,2,17,28,3,1,Turnover
EMP0609,57,Female,Sales,Specialist,20,5,119312,Campus Recruitment,3.3,6,3,0,5,18,19,0,1,Turnover
EMP0610,56,Female,Finance,Engineer,23,3,91386,Campus Recruitment,3.4,1,5,0,4,20,89,0,1,Turnover
EMP0611,40,Male,Sales,Analyst,14,5,113291,Campus Recruitment,4.1,8,1,0,2,17,19,3,0,Retention
EMP0612,41,Male,Finance,Specialist,21,5,37135,Internal Referral,4.8,0,5,0,4,16,78,1,0,Retention
EMP0613,39,Female,Engineering,Specialist,29,3,30320,Job Board,3.6,0,4,0,3,40,43,0,0,Retention
EMP0614,62,Male,Marketing,Manager,3,2,51684,Internal Referral,3.4,2,3,0,3,39,89,4,0,Retention
EMP0615,35,Male,Sales,Analyst,12,4,85913,Campus Recruitment,2,5,1,0,3,32,19,4,1,Turnover
EMP0616,36,Female,Finance,Engineer,26,1,118774,Job Board,3.6,4,4,1,2,44,50,3,0,Retention
EMP0617,52,Male,Sales,Specialist,22,4,51889,Job Board,2.8,1,2,0,5,9,33,1,0,Retention
EMP0618,22,Male,Sales,Specialist,7,1,78899,Job Board,4.1,8,3,1,4,27,78,3,0,Retention
EMP0619,24,Male,Marketing,Engineer,17,1,40770,Campus Recruitment,3.1,9,4,0,1,46,36,0,0,Retention
EMP0620,37,Male,Engineering,Analyst,11,5,69321,Job Board,3.3,3,4,1,3,33,48,4,0,Retention
EMP0621,44,Male,Sales,Manager,22,1,115962,Job Board,2,3,1,1,3,10,70,2,0,Retention
EMP0622,32,Female,Finance,Manager,13,1,71777,Internal Referral,1.7,4,2,1,1,17,31,3,1,Turnover
EMP0623,33,Female,Finance,Specialist,1,3,76250,Internal Referral,5.4,7,4,1,1,49,70,2,1,Turnover
EMP0624,31,Female,Engineering,Engineer,17,4,103034,Job Board,3.6,9,3,0,2,49,31,2,0,Retention
EMP0625,53,Male,Finance,Specialist,23,3,70130,Job Board,3.9,3,4,0,4,36,88,4,0,Retention
EMP0626,37,Female,Engineering,Engineer,1,1,111931,Internal Referral,2.6,4,5,0,3,17,32,3,0,Retention
EMP0627,29,Male,Finance,Manager,10,5,79346,Internal Referral,4.4,3,3,0,5,18,59,2,0,Retention
EMP0628,59,Male,Marketing,Analyst,8,3,32537,Internal Referral,4.2,5,3,0,2,23,70,0,1,Turnover
EMP0629,33,Male,Sales,Engineer,11,3,114762,Campus Recruitment,2.7,2,4,1,2,34,64,1,0,Retention
EMP0630,45,Male,Marketing,Manager,16,2,45216,Campus Recruitment,2.4,7,1,0,5,8,72,1,0,Retention
EMP0631,49,Female,Sales,Specialist,14,1,114149,Internal Referral,2.8,5,3,0,5,13,32,4,0,Retention
EMP0632,29,Female,Sales,Engineer,24,5,33009,Job Board,3.5,9,5,1,5,23,21,3,0,Retention
EMP0633,49,Male,Sales,Analyst,16,3,119904,Internal Referral,3.7,4,1,0,1,20,24,3,0,Retention
EMP0634,57,Female,Marketing,Specialist,25,3,59327,Campus Recruitment,3.5,1,1,0,3,22,83,1,0,Retention
EMP0635,47,Male,Sales,Specialist,28,5,44209,Job Board,4.8,9,1,1,1,47,17,0,0,Retention
EMP0636,29,Female,Marketing,Manager,25,1,78443,Campus Recruitment,2.8,9,3,0,3,23,58,1,0,Retention
EMP0637,49,Female,Engineering,Engineer,17,2,45029,Job Board,2.4,6,1,0,1,41,84,1,0,Retention
EMP0638,49,Male,Finance,Specialist,21,3,97613,Campus Recruitment,3.5,1,4,1,4,35,28,3,1,Turnover
EMP0639,58,Female,Finance,Analyst,5,2,109443,Job Board,1.8,0,1,1,3,3,18,2,0,Retention
EMP0640,62,Male,Sales,Engineer,16,4,86997,Job Board,4.2,6,5,1,2,34,32,0,0,Retention
EMP0641,57,Female,Marketing,Analyst,22,1,92559,Job Board,3.6,4,2,0,3,33,66,3,0,Retention
EMP0642,48,Male,Finance,Specialist,23,4,94892,Job Board,3.2,0,5,1,3,46,52,1,0,Retention
EMP0643,38,Male,Marketing,Analyst,17,4,100409,Campus Recruitment,3.1,3,3,0,3,17,34,2,0,Retention
EMP0644,30,Female,Marketing,Manager,7,4,38635,Campus Recruitment,4.4,3,1,0,4,45,58,0,1,Turnover
EMP0645,54,Female,Sales,Analyst,8,1,63065,Job Board,4.4,9,1,0,1,19,65,4,0,Retention
EMP0646,41,Male,Finance,Engineer,5,1,63783,Job Board,3.3,6,4,0,2,30,33,0,0,Retention
EMP0647,34,Female,Sales,Analyst,4,5,64152,Campus Recruitment,4.1,8,1,0,1,23,82,0,0,Retention
EMP0648,49,Female,Sales,Analyst,11,2,88741,Job Board,4.4,1,5,0,1,15,80,1,0,Retention
EMP0649,50,Male,Finance,Manager,24,2,81502,Job Board,3.8,0,3,0,5,14,27,1,0,Retention
EMP0650,34,Male,Finance,Analyst,28,5,59092,Job Board,3.3,1,2,0,4,2,76,4,1,Turnover
EMP0651,56,Female,Engineering,Analyst,27,5,47653,Internal Referral,3.9,6,1,1,5,39,75,4,0,Retention
EMP0652,27,Male,Engineering,Specialist,10,4,70469,Job Board,2.5,9,2,0,4,49,44,4,0,Retention
EMP0653,39,Male,Marketing,Specialist,24,5,116483,Internal Referral,3.6,5,1,0,1,18,44,3,0,Retention
EMP0654,26,Male,Finance,Engineer,0,3,89754,Job Board,3.3,3,3,0,1,6,65,3,0,Retention
EMP0655,46,Female,Engineering,Specialist,10,2,59978,Campus Recruitment,3.1,0,5,0,4,32,62,1,0,Retention
EMP0656,23,Female,Marketing,Specialist,18,5,117592,Internal Referral,1.8,0,3,0,1,21,47,1,0,Retention
EMP0657,31,Male,Marketing,Specialist,8,3,73169,Internal Referral,2.5,4,2,0,1,40,88,4,0,Retention
EMP0658,51,Female,Marketing,Specialist,26,3,78287,Job Board,3,0,1,0,2,28,33,3,0,Retention
EMP0659,26,Male,Engineering,Manager,1,3,84745,Job Board,4.4,6,2,1,5,27,85,2,0,Retention
EMP0660,54,Female,Finance,Specialist,11,3,35543,Internal Referral,3.8,0,5,0,5,2,71,3,0,Retention
EMP0661,22,Male,Sales,Manager,3,4,86392,Campus Recruitment,4.4,0,3,0,5,33,33,1,0,Retention
EMP0662,39,Male,Marketing,Manager,3,3,51067,Campus Recruitment,4.7,1,2,0,3,16,55,3,0,Retention
EMP0663,53,Female,Engineering,Specialist,17,4,81033,Job Board,3.8,9,2,0,2,39,56,1,0,Retention
EMP0664,32,Male,Engineering,Analyst,14,4,75256,Campus Recruitment,3.6,2,5,0,5,22,66,4,0,Retention
EMP0665,42,Female,Sales,Manager,18,3,99345,Campus Recruitment,2.5,0,1,0,5,43,18,4,0,Retention
EMP0666,47,Female,Sales,Analyst,12,2,52191,Job Board,5.5,8,2,0,2,47,18,4,0,Retention
EMP0667,46,Male,Engineering,Analyst,18,3,116803,Campus Recruitment,2.1,9,5,1,1,13,19,2,1,Turnover
EMP0668,43,Male,Finance,Specialist,16,3,102742,Job Board,3.6,7,1,1,5,2,55,2,0,Retention
EMP0669,48,Female,Sales,Engineer,5,3,116593,Internal Referral,4.3,4,1,0,1,14,75,1,0,Retention
EMP0670,34,Male,Engineering,Specialist,15,2,58992,Job Board,4.3,1,3,1,5,38,89,0,0,Retention
EMP0671,54,Male,Sales,Engineer,23,1,111531,Internal Referral,2.3,4,5,0,4,41,69,2,0,Retention
EMP0672,55,Male,Finance,Engineer,11,1,78803,Internal Referral,3.1,5,1,1,3,28,89,1,0,Retention
EMP0673,62,Male,Marketing,Specialist,18,4,93477,Campus Recruitment,2.7,0,3,0,5,7,27,3,0,Retention
EMP0674,56,Male,Sales,Specialist,4,4,43210,Campus Recruitment,1.5,3,4,0,4,18,28,4,0,Retention
EMP0675,22,Female,Finance,Engineer,16,2,113329,Campus Recruitment,3.6,8,5,1,2,41,74,4,0,Retention
EMP0676,42,Female,Engineering,Specialist,25,5,56270,Job Board,2.8,1,4,1,4,36,86,4,0,Retention
EMP0677,27,Male,Sales,Engineer,22,1,92008,Campus Recruitment,5,4,1,1,2,41,39,1,0,Retention
EMP0678,49,Male,Sales,Analyst,25,4,35197,Internal Referral,4.1,0,5,0,5,36,58,4,0,Retention
EMP0679,38,Male,Engineering,Specialist,28,1,37452,Campus Recruitment,3.5,3,3,1,2,44,24,2,0,Retention
EMP0680,26,Female,Marketing,Analyst,0,2,71486,Campus Recruitment,3,3,1,1,4,4,85,3,0,Retention
EMP0681,52,Male,Engineering,Manager,27,2,44859,Job Board,3.6,5,5,0,3,30,64,4,0,Retention
EMP0682,26,Female,Sales,Analyst,26,5,57236,Job Board,3.2,9,5,0,1,24,58,1,0,Retention
EMP0683,59,Female,Engineering,Analyst,24,5,61899,Internal Referral,3.6,8,4,0,1,20,28,3,0,Retention
EMP0684,24,Female,Finance,Engineer,23,2,62083,Job Board,5.4,2,1,1,3,46,29,4,0,Retention
EMP0685,44,Male,Engineering,Analyst,22,4,97708,Campus Recruitment,2.4,8,3,0,1,31,30,0,0,Retention
EMP0686,58,Female,Sales,Specialist,9,1,46663,Job Board,3.3,5,3,0,5,24,16,4,1,Turnover
EMP0687,58,Male,Engineering,Engineer,14,3,49053,Internal Referral,4.2,6,1,0,5,7,44,2,0,Retention
EMP0688,31,Female,Marketing,Manager,22,5,41085,Campus Recruitment,3.1,9,1,0,4,26,44,3,0,Retention
EMP0689,31,Male,Engineering,Specialist,20,3,60564,Internal Referral,5.1,1,2,0,4,13,45,2,0,Retention
EMP0690,40,Female,Marketing,Manager,20,4,119745,Job Board,4.2,9,4,0,2,8,34,0,0,Retention
EMP0691,38,Male,Finance,Analyst,10,5,89095,Job Board,2.8,5,1,1,4,5,63,0,0,Retention
EMP0692,42,Female,Marketing,Specialist,12,3,99517,Internal Referral,3.7,5,1,0,5,44,49,2,0,Retention
EMP0693,35,Male,Engineering,Specialist,4,4,51153,Campus Recruitment,2.8,1,2,1,4,13,37,3,0,Retention
EMP0694,30,Male,Sales,Manager,0,1,35247,Job Board,2.7,1,2,0,1,29,75,0,1,Turnover
EMP0695,22,Male,Marketing,Specialist,23,4,40553,Job Board,3.4,1,5,0,2,20,69,0,0,Retention
EMP0696,34,Male,Finance,Specialist,11,5,50811,Campus Recruitment,4.8,9,3,0,2,14,81,4,0,Retention
EMP0697,25,Female,Marketing,Specialist,10,2,36135,Job Board,4.2,0,4,0,5,32,22,1,0,Retention
EMP0698,22,Female,Marketing,Analyst,16,1,35573,Internal Referral,3.5,4,5,0,4,27,54,0,1,Turnover
EMP0699,61,Male,Marketing,Manager,3,3,109267,Job Board,4.3,7,1,1,1,25,73,3,1,Turnover
EMP0700,53,Female,Finance,Specialist,14,5,37189,Job Board,3.8,1,2,0,4,4,46,3,0,Retention
EMP0701,55,Male,Engineering,Engineer,24,2,110077,Campus Recruitment,2.3,4,3,0,3,21,21,4,0,Retention
EMP0702,49,Male,Marketing,Engineer,29,4,73646,Internal Referral,3.4,7,5,0,4,18,16,3,0,Retention
EMP0703,52,Female,Marketing,Engineer,8,2,106623,Campus Recruitment,3.4,9,3,0,5,39,20,4,0,Retention
EMP0704,29,Male,Sales,Engineer,20,5,83687,Job Board,4.3,4,2,1,4,15,50,0,0,Retention
EMP0705,60,Male,Finance,Analyst,19,5,98312,Job Board,2.9,1,5,0,2,38,46,0,0,Retention
EMP0706,47,Female,Marketing,Specialist,18,2,57564,Campus Recruitment,2.6,2,5,0,1,48,59,0,1,Turnover
EMP0707,55,Male,Finance,Manager,18,4,58835,Campus Recruitment,3.5,5,3,0,5,24,56,0,0,Retention
EMP0708,24,Male,Marketing,Specialist,11,2,91587,Campus Recruitment,2.9,4,2,0,3,8,67,1,0,Retention
EMP0709,33,Male,Engineering,Analyst,4,5,37697,Internal Referral,3.2,3,1,0,1,28,23,1,0,Retention
